Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-05-29,Gelderland,25.0,Ziekenhuisopname,2.0,1378.0
2020-05-30,Gelderland,25.0,Ziekenhuisopname,0.0,1378.0
2020-05-31,Gelderland,25.0,Ziekenhuisopname,1.0,1379.0
2020-06-01,Gelderland,25.0,Ziekenhuisopname,0.0,1379.0
2020-06-02,Gelderland,25.0,Ziekenhuisopname,1.0,1380.0
2020-06-03,Gelderland,25.0,Ziekenhuisopname,0.0,1380.0
2020-06-04,Gelderland,25.0,Ziekenhuisopname,3.0,1383.0
2020-06-05,Gelderland,25.0,Ziekenhuisopname,0.0,1383.0
2020-06-06,Gelderland,25.0,Ziekenhuisopname,4.0,1387.0
2020-06-07,Gelderland,25.0,Ziekenhuisopname,2.0,1389.0
2020-06-08,Gelderland,25.0,Ziekenhuisopname,2.0,1391.0
2020-06-09,Gelderland,25.0,Ziekenhuisopname,1.0,1392.0
2020-06-10,Gelderland,25.0,Ziekenhuisopname,0.0,1392.0
2020-06-11,Gelderland,25.0,Ziekenhuisopname,2.0,1394.0
2020-06-12,Gelderland,25.0,Ziekenhuisopname,0.0,1394.0
2020-06-13,Gelderland,25.0,Ziekenhuisopname,0.0,1394.0
2020-06-14,Gelderland,25.0,Ziekenhuisopname,0.0,1394.0
2020-06-15,Gelderland,25.0,Ziekenhuisopname,1.0,1395.0
2020-06-16,Gelderland,25.0,Ziekenhuisopname,1.0,1396.0
2020-06-17,Gelderland,25.0,Ziekenhuisopname,0.0,1396.0
2020-06-18,Gelderland,25.0,Ziekenhuisopname,0.0,1396.0
2020-06-19,Gelderland,25.0,Ziekenhuisopname,1.0,1397.0
2020-06-20,Gelderland,25.0,Ziekenhuisopname,1.0,1398.0
2020-06-21,Gelderland,25.0,Ziekenhuisopname,0.0,1398.0
2020-06-22,Gelderland,25.0,Ziekenhuisopname,0.0,1398.0
2020-06-23,Gelderland,25.0,Ziekenhuisopname,2.0,1400.0
2020-06-24,Gelderland,25.0,Ziekenhuisopname,0.0,1400.0
2020-06-25,Gelderland,25.0,Ziekenhuisopname,1.0,1401.0
2020-06-26,Gelderland,25.0,Ziekenhuisopname,0.0,1401.0
2020-06-27,Gelderland,25.0,Ziekenhuisopname,0.0,1401.0
2020-06-28,Gelderland,25.0,Ziekenhuisopname,0.0,1401.0
2020-06-29,Gelderland,25.0,Ziekenhuisopname,3.0,1404.0
2020-06-30,Gelderland,25.0,Ziekenhuisopname,0.0,1404.0
2020-07-01,Gelderland,25.0,Ziekenhuisopname,0.0,1404.0
2020-07-02,Gelderland,25.0,Ziekenhuisopname,0.0,1404.0
2020-07-03,Gelderland,25.0,Ziekenhuisopname,2.0,1406.0
2020-07-04,Gelderland,25.0,Ziekenhuisopname,0.0,1406.0
2020-07-05,Gelderland,25.0,Ziekenhuisopname,0.0,1406.0
2020-07-06,Gelderland,25.0,Ziekenhuisopname,0.0,1406.0
2020-07-07,Gelderland,25.0,Ziekenhuisopname,0.0,1406.0
2020-07-08,Gelderland,25.0,Ziekenhuisopname,0.0,1406.0
2020-07-09,Gelderland,25.0,Ziekenhuisopname,2.0,1408.0
2020-07-10,Gelderland,25.0,Ziekenhuisopname,0.0,1408.0
2020-07-11,Gelderland,25.0,Ziekenhuisopname,0.0,1408.0
2020-07-12,Gelderland,25.0,Ziekenhuisopname,0.0,1408.0
2020-07-13,Gelderland,25.0,Ziekenhuisopname,1.0,1409.0
2020-07-14,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-15,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-16,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-17,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-18,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-19,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-20,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-21,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-22,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-23,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-24,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-25,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-26,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-27,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-28,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-29,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-30,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-07-31,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-01,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-02,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-03,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-04,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-05,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-06,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-07,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-08,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-09,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-10,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-11,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-12,Gelderland,25.0,Ziekenhuisopname,0.0,1409.0
2020-08-13,Gelderland,25.0,Ziekenhuisopname,1.0,1410.0
2020-08-14,Gelderland,25.0,Ziekenhuisopname,0.0,1410.0
2020-08-15,Gelderland,25.0,Ziekenhuisopname,0.0,1410.0
2020-08-16,Gelderland,25.0,Ziekenhuisopname,1.0,1411.0
2020-08-17,Gelderland,25.0,Ziekenhuisopname,0.0,1411.0
2020-08-18,Gelderland,25.0,Ziekenhuisopname,1.0,1412.0
2020-08-19,Gelderland,25.0,Ziekenhuisopname,0.0,1412.0
2020-08-20,Gelderland,25.0,Ziekenhuisopname,0.0,1412.0
2020-08-21,Gelderland,25.0,Ziekenhuisopname,0.0,1412.0
2020-08-22,Gelderland,25.0,Ziekenhuisopname,0.0,1412.0
2020-08-23,Gelderland,25.0,Ziekenhuisopname,1.0,1413.0
2020-08-24,Gelderland,25.0,Ziekenhuisopname,0.0,1413.0
2020-08-25,Gelderland,25.0,Ziekenhuisopname,0.0,1413.0
2020-08-26,Gelderland,25.0,Ziekenhuisopname,1.0,1414.0
2020-08-27,Gelderland,25.0,Ziekenhuisopname,0.0,1414.0
2020-08-28,Gelderland,25.0,Ziekenhuisopname,1.0,1415.0
2020-08-29,Gelderland,25.0,Ziekenhuisopname,0.0,1415.0
2020-08-30,Gelderland,25.0,Ziekenhuisopname,0.0,1415.0
2020-08-31,Gelderland,25.0,Ziekenhuisopname,0.0,1415.0
2020-09-01,Gelderland,25.0,Ziekenhuisopname,0.0,1415.0
2020-09-02,Gelderland,25.0,Ziekenhuisopname,0.0,1415.0
2020-09-03,Gelderland,25.0,Ziekenhuisopname,1.0,1416.0
2020-09-04,Gelderland,25.0,Ziekenhuisopname,0.0,1416.0
2020-09-05,Gelderland,25.0,Ziekenhuisopname,0.0,1416.0
2020-09-06,Gelderland,25.0,Ziekenhuisopname,0.0,1416.0
2020-09-07,Gelderland,25.0,Ziekenhuisopname,0.0,1416.0
2020-09-08,Gelderland,25.0,Ziekenhuisopname,0.0,1416.0
2020-09-09,Gelderland,25.0,Ziekenhuisopname,0.0,1416.0
2020-09-10,Gelderland,25.0,Ziekenhuisopname,0.0,1416.0
2020-09-11,Gelderland,25.0,Ziekenhuisopname,0.0,1416.0
2020-09-12,Gelderland,25.0,Ziekenhuisopname,1.0,1417.0
2020-09-13,Gelderland,25.0,Ziekenhuisopname,2.0,1419.0
2020-09-14,Gelderland,25.0,Ziekenhuisopname,2.0,1421.0
2020-09-15,Gelderland,25.0,Ziekenhuisopname,6.0,1427.0
2020-09-16,Gelderland,25.0,Ziekenhuisopname,0.0,1427.0
2020-09-17,Gelderland,25.0,Ziekenhuisopname,1.0,1428.0
2020-09-18,Gelderland,25.0,Ziekenhuisopname,1.0,1429.0
2020-09-19,Gelderland,25.0,Ziekenhuisopname,0.0,1429.0
2020-09-20,Gelderland,25.0,Ziekenhuisopname,2.0,1431.0
2020-09-21,Gelderland,25.0,Ziekenhuisopname,2.0,1433.0
2020-09-22,Gelderland,25.0,Ziekenhuisopname,0.0,1433.0
2020-09-23,Gelderland,25.0,Ziekenhuisopname,4.0,1437.0
2020-09-24,Gelderland,25.0,Ziekenhuisopname,0.0,1437.0
2020-09-25,Gelderland,25.0,Ziekenhuisopname,1.0,1438.0
2020-09-26,Gelderland,25.0,Ziekenhuisopname,1.0,1439.0
2020-09-27,Gelderland,25.0,Ziekenhuisopname,6.0,1445.0
2020-09-28,Gelderland,25.0,Ziekenhuisopname,7.0,1452.0
2020-09-29,Gelderland,25.0,Ziekenhuisopname,0.0,1452.0
2020-09-30,Gelderland,25.0,Ziekenhuisopname,8.0,1460.0
2020-10-01,Gelderland,25.0,Ziekenhuisopname,4.0,1464.0
2020-10-02,Gelderland,25.0,Ziekenhuisopname,2.0,1466.0
2020-10-03,Gelderland,25.0,Ziekenhuisopname,1.0,1467.0
2020-10-04,Gelderland,25.0,Ziekenhuisopname,2.0,1469.0
2020-10-05,Gelderland,25.0,Ziekenhuisopname,1.0,1470.0
2020-10-06,Gelderland,25.0,Ziekenhuisopname,9.0,1479.0
2020-10-07,Gelderland,25.0,Ziekenhuisopname,0.0,1479.0
2020-10-08,Gelderland,25.0,Ziekenhuisopname,5.0,1484.0
2020-10-09,Gelderland,25.0,Ziekenhuisopname,0.0,1484.0
2020-10-10,Gelderland,25.0,Ziekenhuisopname,8.0,1492.0
2020-10-11,Gelderland,25.0,Ziekenhuisopname,4.0,1496.0
2020-10-12,Gelderland,25.0,Ziekenhuisopname,7.0,1503.0
2020-10-13,Gelderland,25.0,Ziekenhuisopname,5.0,1508.0
2020-10-14,Gelderland,25.0,Ziekenhuisopname,13.0,1521.0
2020-10-15,Gelderland,25.0,Ziekenhuisopname,19.0,1540.0
2020-10-16,Gelderland,25.0,Ziekenhuisopname,9.0,1549.0
2020-10-17,Gelderland,25.0,Ziekenhuisopname,11.0,1560.0
2020-10-18,Gelderland,25.0,Ziekenhuisopname,22.0,1582.0
2020-10-19,Gelderland,25.0,Ziekenhuisopname,15.0,1597.0
2020-10-20,Gelderland,25.0,Ziekenhuisopname,12.0,1609.0
2020-10-21,Gelderland,25.0,Ziekenhuisopname,6.0,1615.0
2020-10-22,Gelderland,25.0,Ziekenhuisopname,8.0,1623.0
2020-10-23,Gelderland,25.0,Ziekenhuisopname,1.0,1624.0
2020-10-24,Gelderland,25.0,Ziekenhuisopname,4.0,1628.0
2020-10-25,Gelderland,25.0,Ziekenhuisopname,12.0,1640.0
2020-10-26,Gelderland,25.0,Ziekenhuisopname,15.0,1655.0
2020-10-27,Gelderland,25.0,Ziekenhuisopname,2.0,1657.0
2020-10-28,Gelderland,25.0,Ziekenhuisopname,15.0,1672.0
2020-10-29,Gelderland,25.0,Ziekenhuisopname,2.0,1674.0
2020-10-30,Gelderland,25.0,Ziekenhuisopname,3.0,1677.0
2020-10-31,Gelderland,25.0,Ziekenhuisopname,15.0,1692.0
2020-11-01,Gelderland,25.0,Ziekenhuisopname,11.0,1703.0
2020-11-02,Gelderland,25.0,Ziekenhuisopname,11.0,1714.0
2020-11-03,Gelderland,25.0,Ziekenhuisopname,3.0,1717.0
2020-11-04,Gelderland,25.0,Ziekenhuisopname,23.0,1740.0
2020-11-05,Gelderland,25.0,Ziekenhuisopname,3.0,1743.0
2020-11-06,Gelderland,25.0,Ziekenhuisopname,19.0,1762.0
2020-11-07,Gelderland,25.0,Ziekenhuisopname,2.0,1764.0
2020-11-08,Gelderland,25.0,Ziekenhuisopname,12.0,1776.0
2020-11-09,Gelderland,25.0,Ziekenhuisopname,2.0,1778.0
2020-11-10,Gelderland,25.0,Ziekenhuisopname,11.0,1789.0
2020-11-11,Gelderland,25.0,Ziekenhuisopname,6.0,1795.0
2020-11-12,Gelderland,25.0,Ziekenhuisopname,14.0,1809.0
2020-11-13,Gelderland,25.0,Ziekenhuisopname,13.0,1822.0
2020-11-14,Gelderland,25.0,Ziekenhuisopname,2.0,1824.0
2020-11-15,Gelderland,25.0,Ziekenhuisopname,7.0,1831.0
2020-11-16,Gelderland,25.0,Ziekenhuisopname,7.0,1838.0
2020-11-17,Gelderland,25.0,Ziekenhuisopname,3.0,1841.0
2020-02-27,Groningen,20.0,Overleden,0.0,0.0
2020-02-28,Groningen,20.0,Overleden,0.0,0.0
2020-02-29,Groningen,20.0,Overleden,0.0,0.0
2020-03-01,Groningen,20.0,Overleden,0.0,0.0
2020-03-02,Groningen,20.0,Overleden,0.0,0.0
2020-03-03,Groningen,20.0,Overleden,0.0,0.0
2020-03-04,Groningen,20.0,Overleden,0.0,0.0
2020-03-05,Groningen,20.0,Overleden,0.0,0.0
2020-03-06,Groningen,20.0,Overleden,0.0,0.0
2020-03-07,Groningen,20.0,Overleden,0.0,0.0
2020-03-08,Groningen,20.0,Overleden,0.0,0.0
2020-03-09,Groningen,20.0,Overleden,0.0,0.0
2020-03-10,Groningen,20.0,Overleden,0.0,0.0
2020-03-11,Groningen,20.0,Overleden,0.0,0.0
2020-03-12,Groningen,20.0,Overleden,0.0,0.0
2020-03-13,Groningen,20.0,Overleden,0.0,0.0
2020-03-14,Groningen,20.0,Overleden,0.0,0.0
2020-03-15,Groningen,20.0,Overleden,0.0,0.0
2020-03-16,Groningen,20.0,Overleden,0.0,0.0
2020-03-17,Groningen,20.0,Overleden,0.0,0.0
2020-03-18,Groningen,20.0,Overleden,0.0,0.0
2020-03-19,Groningen,20.0,Overleden,0.0,0.0
2020-03-20,Groningen,20.0,Overleden,0.0,0.0
2020-03-21,Groningen,20.0,Overleden,0.0,0.0
2020-03-22,Groningen,20.0,Overleden,0.0,0.0
2020-03-23,Groningen,20.0,Overleden,0.0,0.0
2020-03-24,Groningen,20.0,Overleden,0.0,0.0
2020-03-25,Groningen,20.0,Overleden,0.0,0.0
2020-03-26,Groningen,20.0,Overleden,0.0,0.0
2020-03-27,Groningen,20.0,Overleden,0.0,0.0
2020-03-28,Groningen,20.0,Overleden,0.0,0.0
2020-03-29,Groningen,20.0,Overleden,0.0,0.0
2020-03-30,Groningen,20.0,Overleden,0.0,0.0
2020-03-31,Groningen,20.0,Overleden,0.0,0.0
2020-04-01,Groningen,20.0,Overleden,0.0,0.0
2020-04-02,Groningen,20.0,Overleden,0.0,0.0
2020-04-03,Groningen,20.0,Overleden,0.0,0.0
2020-04-04,Groningen,20.0,Overleden,0.0,0.0
2020-04-05,Groningen,20.0,Overleden,0.0,0.0
2020-04-06,Groningen,20.0,Overleden,2.0,2.0
2020-04-07,Groningen,20.0,Overleden,0.0,2.0
2020-04-08,Groningen,20.0,Overleden,0.0,2.0
2020-04-09,Groningen,20.0,Overleden,1.0,3.0
2020-04-10,Groningen,20.0,Overleden,0.0,3.0
2020-04-11,Groningen,20.0,Overleden,0.0,3.0
2020-04-12,Groningen,20.0,Overleden,0.0,3.0
2020-04-13,Groningen,20.0,Overleden,2.0,5.0
2020-04-14,Groningen,20.0,Overleden,0.0,5.0
2020-04-15,Groningen,20.0,Overleden,0.0,5.0
2020-04-16,Groningen,20.0,Overleden,0.0,5.0
2020-04-17,Groningen,20.0,Overleden,1.0,6.0
2020-04-18,Groningen,20.0,Overleden,0.0,6.0
2020-04-19,Groningen,20.0,Overleden,0.0,6.0
2020-04-20,Groningen,20.0,Overleden,0.0,6.0
2020-04-21,Groningen,20.0,Overleden,1.0,7.0
2020-04-22,Groningen,20.0,Overleden,0.0,7.0
2020-04-23,Groningen,20.0,Overleden,1.0,8.0
2020-04-24,Groningen,20.0,Overleden,0.0,8.0
2020-04-25,Groningen,20.0,Overleden,0.0,8.0
2020-04-26,Groningen,20.0,Overleden,0.0,8.0
2020-04-27,Groningen,20.0,Overleden,0.0,8.0
2020-04-28,Groningen,20.0,Overleden,1.0,9.0
2020-04-29,Groningen,20.0,Overleden,0.0,9.0
2020-04-30,Groningen,20.0,Overleden,0.0,9.0
2020-05-01,Groningen,20.0,Overleden,0.0,9.0
2020-05-02,Groningen,20.0,Overleden,0.0,9.0
2020-05-03,Groningen,20.0,Overleden,0.0,9.0
2020-05-04,Groningen,20.0,Overleden,0.0,9.0
2020-05-05,Groningen,20.0,Overleden,0.0,9.0
2020-05-06,Groningen,20.0,Overleden,0.0,9.0
2020-05-07,Groningen,20.0,Overleden,0.0,9.0
2020-05-08,Groningen,20.0,Overleden,0.0,9.0
2020-05-09,Groningen,20.0,Overleden,1.0,10.0
2020-05-10,Groningen,20.0,Overleden,0.0,10.0
2020-05-11,Groningen,20.0,Overleden,0.0,10.0
2020-05-12,Groningen,20.0,Overleden,0.0,10.0
2020-05-13,Groningen,20.0,Overleden,0.0,10.0
2020-05-14,Groningen,20.0,Overleden,0.0,10.0
2020-05-15,Groningen,20.0,Overleden,0.0,10.0
2020-05-16,Groningen,20.0,Overleden,0.0,10.0
2020-05-17,Groningen,20.0,Overleden,1.0,11.0
2020-05-18,Groningen,20.0,Overleden,0.0,11.0
2020-05-19,Groningen,20.0,Overleden,0.0,11.0
2020-05-20,Groningen,20.0,Overleden,0.0,11.0
2020-05-21,Groningen,20.0,Overleden,0.0,11.0
2020-05-22,Groningen,20.0,Overleden,0.0,11.0
2020-05-23,Groningen,20.0,Overleden,0.0,11.0
2020-05-24,Groningen,20.0,Overleden,0.0,11.0
2020-05-25,Groningen,20.0,Overleden,0.0,11.0
2020-05-26,Groningen,20.0,Overleden,0.0,11.0
2020-05-27,Groningen,20.0,Overleden,0.0,11.0
2020-05-28,Groningen,20.0,Overleden,0.0,11.0
2020-05-29,Groningen,20.0,Overleden,0.0,11.0
2020-05-30,Groningen,20.0,Overleden,0.0,11.0
2020-05-31,Groningen,20.0,Overleden,0.0,11.0
2020-06-01,Groningen,20.0,Overleden,0.0,11.0
2020-06-02,Groningen,20.0,Overleden,0.0,11.0
2020-06-03,Groningen,20.0,Overleden,0.0,11.0
2020-06-04,Groningen,20.0,Overleden,0.0,11.0
2020-06-05,Groningen,20.0,Overleden,0.0,11.0
2020-06-06,Groningen,20.0,Overleden,0.0,11.0
2020-06-07,Groningen,20.0,Overleden,0.0,11.0
2020-06-08,Groningen,20.0,Overleden,0.0,11.0
2020-06-09,Groningen,20.0,Overleden,0.0,11.0
2020-06-10,Groningen,20.0,Overleden,0.0,11.0
2020-06-11,Groningen,20.0,Overleden,0.0,11.0
2020-06-12,Groningen,20.0,Overleden,0.0,11.0
2020-06-13,Groningen,20.0,Overleden,0.0,11.0
2020-06-14,Groningen,20.0,Overleden,0.0,11.0
2020-06-15,Groningen,20.0,Overleden,0.0,11.0
2020-06-16,Groningen,20.0,Overleden,0.0,11.0
2020-06-17,Groningen,20.0,Overleden,0.0,11.0
2020-06-18,Groningen,20.0,Overleden,0.0,11.0
2020-06-19,Groningen,20.0,Overleden,0.0,11.0
2020-06-20,Groningen,20.0,Overleden,0.0,11.0
2020-06-21,Groningen,20.0,Overleden,0.0,11.0
2020-06-22,Groningen,20.0,Overleden,0.0,11.0
2020-06-23,Groningen,20.0,Overleden,0.0,11.0
2020-06-24,Groningen,20.0,Overleden,0.0,11.0
2020-06-25,Groningen,20.0,Overleden,0.0,11.0
2020-06-26,Groningen,20.0,Overleden,0.0,11.0
2020-06-27,Groningen,20.0,Overleden,0.0,11.0
2020-06-28,Groningen,20.0,Overleden,0.0,11.0
2020-06-29,Groningen,20.0,Overleden,0.0,11.0
2020-06-30,Groningen,20.0,Overleden,0.0,11.0
2020-07-01,Groningen,20.0,Overleden,0.0,11.0
2020-07-02,Groningen,20.0,Overleden,0.0,11.0
2020-07-03,Groningen,20.0,Overleden,0.0,11.0
2020-07-04,Groningen,20.0,Overleden,0.0,11.0
2020-07-05,Groningen,20.0,Overleden,0.0,11.0
2020-07-06,Groningen,20.0,Overleden,0.0,11.0
2020-07-07,Groningen,20.0,Overleden,0.0,11.0
2020-07-08,Groningen,20.0,Overleden,0.0,11.0
2020-07-09,Groningen,20.0,Overleden,0.0,11.0
2020-07-10,Groningen,20.0,Overleden,0.0,11.0
2020-07-11,Groningen,20.0,Overleden,1.0,12.0
2020-07-12,Groningen,20.0,Overleden,0.0,12.0
2020-07-13,Groningen,20.0,Overleden,0.0,12.0
2020-07-14,Groningen,20.0,Overleden,0.0,12.0
2020-07-15,Groningen,20.0,Overleden,0.0,12.0
2020-07-16,Groningen,20.0,Overleden,0.0,12.0
2020-07-17,Groningen,20.0,Overleden,0.0,12.0
2020-07-18,Groningen,20.0,Overleden,0.0,12.0
2020-07-19,Groningen,20.0,Overleden,0.0,12.0
2020-07-20,Groningen,20.0,Overleden,0.0,12.0
2020-07-21,Groningen,20.0,Overleden,0.0,12.0
2020-07-22,Groningen,20.0,Overleden,0.0,12.0
2020-07-23,Groningen,20.0,Overleden,0.0,12.0
2020-07-24,Groningen,20.0,Overleden,0.0,12.0
2020-07-25,Groningen,20.0,Overleden,0.0,12.0
2020-07-26,Groningen,20.0,Overleden,0.0,12.0
2020-07-27,Groningen,20.0,Overleden,0.0,12.0
2020-07-28,Groningen,20.0,Overleden,0.0,12.0
2020-07-29,Groningen,20.0,Overleden,0.0,12.0
2020-07-30,Groningen,20.0,Overleden,0.0,12.0
2020-07-31,Groningen,20.0,Overleden,0.0,12.0
2020-08-01,Groningen,20.0,Overleden,0.0,12.0
2020-08-02,Groningen,20.0,Overleden,0.0,12.0
2020-08-03,Groningen,20.0,Overleden,0.0,12.0
2020-08-04,Groningen,20.0,Overleden,0.0,12.0
2020-08-05,Groningen,20.0,Overleden,0.0,12.0
2020-08-06,Groningen,20.0,Overleden,0.0,12.0
2020-08-07,Groningen,20.0,Overleden,0.0,12.0
2020-08-08,Groningen,20.0,Overleden,0.0,12.0
2020-08-09,Groningen,20.0,Overleden,0.0,12.0
2020-08-10,Groningen,20.0,Overleden,0.0,12.0
2020-08-11,Groningen,20.0,Overleden,0.0,12.0
2020-08-12,Groningen,20.0,Overleden,0.0,12.0
2020-08-13,Groningen,20.0,Overleden,0.0,12.0
2020-08-14,Groningen,20.0,Overleden,0.0,12.0
2020-08-15,Groningen,20.0,Overleden,0.0,12.0
2020-08-16,Groningen,20.0,Overleden,0.0,12.0
2020-08-17,Groningen,20.0,Overleden,0.0,12.0
2020-08-18,Groningen,20.0,Overleden,0.0,12.0
2020-08-19,Groningen,20.0,Overleden,0.0,12.0
2020-08-20,Groningen,20.0,Overleden,0.0,12.0
2020-08-21,Groningen,20.0,Overleden,0.0,12.0
2020-08-22,Groningen,20.0,Overleden,0.0,12.0
2020-08-23,Groningen,20.0,Overleden,0.0,12.0
2020-08-24,Groningen,20.0,Overleden,0.0,12.0
2020-08-25,Groningen,20.0,Overleden,0.0,12.0
2020-08-26,Groningen,20.0,Overleden,0.0,12.0
2020-08-27,Groningen,20.0,Overleden,1.0,13.0
2020-08-28,Groningen,20.0,Overleden,1.0,14.0
2020-08-29,Groningen,20.0,Overleden,0.0,14.0
2020-08-30,Groningen,20.0,Overleden,0.0,14.0
2020-08-31,Groningen,20.0,Overleden,0.0,14.0
2020-09-01,Groningen,20.0,Overleden,0.0,14.0
2020-09-02,Groningen,20.0,Overleden,0.0,14.0
2020-09-03,Groningen,20.0,Overleden,0.0,14.0
2020-09-04,Groningen,20.0,Overleden,0.0,14.0
2020-09-05,Groningen,20.0,Overleden,0.0,14.0
2020-09-06,Groningen,20.0,Overleden,0.0,14.0
2020-09-07,Groningen,20.0,Overleden,0.0,14.0
2020-09-08,Groningen,20.0,Overleden,0.0,14.0
2020-09-09,Groningen,20.0,Overleden,0.0,14.0
2020-09-10,Groningen,20.0,Overleden,0.0,14.0
2020-09-11,Groningen,20.0,Overleden,0.0,14.0
2020-09-12,Groningen,20.0,Overleden,0.0,14.0
2020-09-13,Groningen,20.0,Overleden,0.0,14.0
2020-09-14,Groningen,20.0,Overleden,0.0,14.0
2020-09-15,Groningen,20.0,Overleden,0.0,14.0
2020-09-16,Groningen,20.0,Overleden,0.0,14.0
2020-09-17,Groningen,20.0,Overleden,0.0,14.0
2020-09-18,Groningen,20.0,Overleden,0.0,14.0
2020-09-19,Groningen,20.0,Overleden,0.0,14.0
2020-09-20,Groningen,20.0,Overleden,0.0,14.0
2020-09-21,Groningen,20.0,Overleden,0.0,14.0
2020-09-22,Groningen,20.0,Overleden,0.0,14.0
2020-09-23,Groningen,20.0,Overleden,0.0,14.0
2020-09-24,Groningen,20.0,Overleden,0.0,14.0
2020-09-25,Groningen,20.0,Overleden,0.0,14.0
2020-09-26,Groningen,20.0,Overleden,0.0,14.0
2020-09-27,Groningen,20.0,Overleden,0.0,14.0
2020-09-28,Groningen,20.0,Overleden,1.0,15.0
2020-09-29,Groningen,20.0,Overleden,0.0,15.0
2020-09-30,Groningen,20.0,Overleden,0.0,15.0
2020-10-01,Groningen,20.0,Overleden,0.0,15.0
2020-10-02,Groningen,20.0,Overleden,0.0,15.0
2020-10-03,Groningen,20.0,Overleden,0.0,15.0
2020-10-04,Groningen,20.0,Overleden,0.0,15.0
2020-10-05,Groningen,20.0,Overleden,0.0,15.0
2020-10-06,Groningen,20.0,Overleden,0.0,15.0
2020-10-07,Groningen,20.0,Overleden,0.0,15.0
2020-10-08,Groningen,20.0,Overleden,0.0,15.0
2020-10-09,Groningen,20.0,Overleden,0.0,15.0
2020-10-10,Groningen,20.0,Overleden,0.0,15.0
2020-10-11,Groningen,20.0,Overleden,0.0,15.0
2020-10-12,Groningen,20.0,Overleden,0.0,15.0
2020-10-13,Groningen,20.0,Overleden,1.0,16.0
2020-10-14,Groningen,20.0,Overleden,0.0,16.0
2020-10-15,Groningen,20.0,Overleden,0.0,16.0
2020-10-16,Groningen,20.0,Overleden,0.0,16.0
2020-10-17,Groningen,20.0,Overleden,0.0,16.0
2020-10-18,Groningen,20.0,Overleden,0.0,16.0
2020-10-19,Groningen,20.0,Overleden,0.0,16.0
2020-10-20,Groningen,20.0,Overleden,1.0,17.0
2020-10-21,Groningen,20.0,Overleden,1.0,18.0
2020-10-22,Groningen,20.0,Overleden,1.0,19.0
2020-10-23,Groningen,20.0,Overleden,0.0,19.0
2020-10-24,Groningen,20.0,Overleden,3.0,22.0
2020-10-25,Groningen,20.0,Overleden,0.0,22.0
2020-10-26,Groningen,20.0,Overleden,1.0,23.0
2020-10-27,Groningen,20.0,Overleden,0.0,23.0
2020-10-28,Groningen,20.0,Overleden,0.0,23.0
2020-10-29,Groningen,20.0,Overleden,0.0,23.0
2020-10-30,Groningen,20.0,Overleden,2.0,25.0
2020-10-31,Groningen,20.0,Overleden,1.0,26.0
2020-11-01,Groningen,20.0,Overleden,2.0,28.0
2020-11-02,Groningen,20.0,Overleden,0.0,28.0
2020-11-03,Groningen,20.0,Overleden,0.0,28.0
2020-11-04,Groningen,20.0,Overleden,2.0,30.0
2020-11-05,Groningen,20.0,Overleden,3.0,33.0
2020-11-06,Groningen,20.0,Overleden,0.0,33.0
2020-11-07,Groningen,20.0,Overleden,0.0,33.0
2020-11-08,Groningen,20.0,Overleden,0.0,33.0
2020-11-09,Groningen,20.0,Overleden,2.0,35.0
2020-11-10,Groningen,20.0,Overleden,2.0,37.0
2020-11-11,Groningen,20.0,Overleden,0.0,37.0
2020-11-12,Groningen,20.0,Overleden,0.0,37.0
